ALL SCPP DATA FOR 1985 (spring)

Beginning 861218 @ 10:25, the higher magnification on the sterio microscope was used to
image the ice particles.  Prior to that date, lower magnification was used and the data
quality is inferior (i.e. this data set).  See Mitchell et al. (1990, JAM).

Note: No confidence rating is given since that practice had not been adopted when this
data was developed.

Temperature of origin refers to the midpoint temperature of the habit regime the ice particle
corresponds to.  Temperature uncertainty indicates the extent of the habit regime (i.e. the
midpoint minus temp. uncertainty to the mean plus temp. uncertainty).

For ice particle shape classification, R- indicates ice particle is rimed; -A means the ice
particle is an aggregate with possibly other less dominant habits present; -F means the ice
particle is an ice crystal fragment; -FA means the ice particle is an aggregate consisting
largely of crystal fragments.  For habit classifications, see Magono and Lee scheme in 
Pruppacher and Klett.

X and Y refer to coordinates on a grid superimposed on a projector screen and were used 
to locate the particle image on a slide.


Date   Time    X     Y      Image  Image  Actual Actual  Mass    Temp.   Temp. Snow
                            ice    drop   ice    drop            of    uncert. type
                            length length length length          origin
                            (cm)   (cm)   (mm)   (mm)    (mg)   (deg. C)  (C)


870103 1430  63.00  44.00   2.10   1.40    .20    .13  .600E-03  -15.00   3.50 P1A      1 
870103 1430  68.00  45.00   4.00   1.60    .38    .15  .895E-03  -15.00   3.50 R-P1A    3 
870103 1430  71.00  41.00   1.90   1.40    .18    .13  .600E-03  -30.00  10.00 C1E      2 
870103 1430  74.00  46.00   4.90   2.50    .46    .24  .341E-02  -15.00   3.50 P1A-A    1 
870103 1430  92.00  36.00  30.10   9.58   2.83    .90  .192E+00  -15.00   3.50 P7A-A    1 
870103 1430  14.00  58.00  33.50   8.30   3.15    .78  .125E+00   -7.00   1.00 R-N2C-A  2 
870103 1430  21.00  50.00  29.50   7.00   2.78    .66  .750E-01   -7.00   1.00 N2C-A    2 
870103 1430  34.00  53.00  13.30   4.80   1.25    .45  .242E-01  -15.00   3.50 R-P7A-A  2 
870103 1430  41.00  57.00   3.40   2.40    .32    .23  .302E-02  -15.00   3.50 P1A      1 
870103 1430  43.00  52.00   4.20   2.10    .40    .20  .202E-02   -7.00   1.00 N1E      1 
870103 1430  66.00  50.00  11.00   4.30   1.04    .40  .174E-01  -15.00   3.50 P7A      1 
870103 1430  69.00  63.00   8.40   3.70    .79    .35  .111E-01  -15.00   3.50 P7A      2 
870103 1430  69.00  58.00   4.20   1.70    .40    .16  .107E-02   -7.00   1.00 N2C      2 
870103 1430  71.00  56.00   5.50   2.70    .52    .25  .430E-02   -7.00   1.00 R-N2C    1 
870103 1430  73.00  50.00   4.30   2.30    .40    .22  .266E-02  -15.00   3.50 P1A      1 
870103 1430  78.00  55.00  10.80   4.80   1.02    .45  .242E-01  -15.00   2.50 P1B-F    2 
870103 1430  86.00  58.00  40.50  10.50   3.81    .99  .253E+00  -15.00   3.50 P7A-A    1 
870103 1430  89.00  66.00   5.50   1.80    .52    .17  .127E-02   -7.00   1.00 R-N1E    2 
870103 1430  92.00  49.00   6.30   2.79    .59    .26  .475E-02  -15.00   3.50 P1A-A    1 
870103 1505  12.00   6.00  23.00   7.25   2.17    .68  .833E-01  -15.00   3.50 P7A      1 
870103 1505  41.00  22.00   9.90   4.30    .93    .40  .174E-01  -15.00   3.50 P7A      2 
870103 1505  66.00  10.00  10.00   5.00    .94    .47  .273E-01  -15.00   3.50 P7A      1 
870103 1505  83.00  13.00   5.90   3.25    .56    .31  .750E-02  -15.00   5.00 R3B-F    2 
870103 1505  24.00  42.00  81.70  15.52   7.69   1.46  .817E+00  -15.00   3.50 P7A-A    1 
870103 1505  53.00  31.00   5.80   3.40    .55    .32  .859E-02   -7.00   1.00 N1E      1 
870103 1505  60.00  25.00   9.20   3.15    .87    .30  .683E-02  -15.00   2.50 P1B-F    2 
870103 1505  78.00  34.00  30.00  10.20   2.82    .96  .232E+00  -15.00   3.50 P7A      1 
870103 1505  10.00  65.00  10.00   4.13    .94    .39  .154E-01  -15.00   3.50 P7A      3 
870103 1505  88.00  51.00   7.00   2.50    .66    .24  .341E-02  -15.00   3.50 P1A-A    3 
870103 1505  97.00  61.00   9.70   5.00    .91    .47  .273E-01  -15.00   3.50 P7A      1 
870103 1515   8.00  12.00  29.00   5.46   2.73    .51  .356E-01   -7.00   1.00 N1A      1 
870103 1515   5.00  10.00   4.10   2.45    .39    .23  .321E-02  -15.00   3.50 R-P1A    3 
870103 1515   7.00   6.00   4.40   2.25    .41    .21  .249E-02  999.00 999.00 I4       0 
870103 1515  12.00  21.00   8.50   4.15    .80    .39  .156E-01   -7.00   1.00 R-N2C    3 
870103 1515  17.00  17.00   3.20   2.00    .30    .19  .175E-02   -7.00   1.00 R-N2C    3 
870103 1515  22.00  12.00   5.60   3.15    .53    .30  .683E-02   -7.00   1.00 R-N2C    2 
870103 1515  27.00   1.00   5.10   3.25    .48    .31  .750E-02   -7.00   1.00 R-N2C    2 
870103 1515  29.00  12.00  10.10   3.50    .95    .33  .937E-02   -7.00   1.00 N1E-A    1 
870103 1515  37.00  16.00  32.20   7.40   3.03    .70  .886E-01  -15.00   3.50 P7A      1 
870103 1515  38.00   1.00  12.00   4.50   1.13    .42  .199E-01   -7.00   1.00 R-N1E-A  1 
870103 1515  52.00   5.00  19.50   9.00   1.84    .85  .159E+00  -15.00   3.50 R-P7A-A  2 
870103 1515  51.00  23.00   8.50   3.25    .80    .31  .750E-02  -15.00   3.50 P1A-A    2 
870103 1515  57.00   9.00   6.00   3.50    .56    .33  .937E-02   -7.00   1.00 N1E      1 
870103 1515  64.00  21.00  17.20   5.55   1.62    .52  .374E-01  -15.00   3.50 P7A      2 
870103 1515  72.00  16.00   5.50   3.05    .52    .29  .620E-02  -15.00   5.00 R3B-F    2 
870103 1515  72.00   2.00   5.30   2.70    .50    .25  .430E-02  -15.00   3.50 P7A      3 
870103 1515  90.00   8.00  37.50   8.81   3.53    .83  .149E+00  -15.00   3.50 P7A-A    1 
870103 1515  97.00  12.00   6.50   3.80    .61    .36  .120E-01  -15.00   5.00 R3B-F    2 
870103 1515   2.00  31.00   8.50   4.90    .80    .46  .257E-01   -7.00   1.00 R-N2C    2 
870103 1515  12.00  38.00   6.00   3.25    .56    .31  .750E-02   -7.00   1.00 R-N1E    3 
870103 1515  12.00  35.00   3.20   2.20    .30    .21  .233E-02  999.00 999.00 I4       0 
870103 1515  20.00  39.00   5.60   3.30    .53    .31  .785E-02   -7.00   1.00 N1E      1 
870103 1515  23.00  42.00   7.00   3.25    .66    .31  .750E-02   -7.00   1.00 R-N2C    3 
870103 1515  36.00  45.00  21.00   6.67   1.98    .63  .649E-01  -15.00   3.50 P7A-A    2 
870103 1515  42.00  41.00   3.10   1.80    .29    .17  .127E-02  999.00 999.00 I4       0 
870103 1515  43.00  38.00   7.40   3.80    .70    .36  .120E-01   -7.00   1.00 R-N2C    2 
870103 1515  65.00  33.00  10.50   5.00    .99    .47  .273E-01  -15.00   3.50 P7A      1 
870103 1515  65.00  45.00  12.00   4.00   1.13    .38  .140E-01   -7.00   1.00 N1E      1 
870103 1515  72.00  43.00  14.10   6.14   1.33    .58  .506E-01   -7.00   1.00 R-N1E-A  2 
870103 1515  77.00  24.00  16.40   6.55   1.54    .62  .614E-01  -15.00   3.50 P7A      1 
870103 1515  81.00  36.00   3.80   2.20    .36    .21  .233E-02   -7.00   1.00 R-N2C    3 
870103 1515  89.00  26.00  11.00   4.60   1.04    .43  .213E-01   -7.00   1.00 R-N2C    1 
870103 1515  88.00  47.00  12.00   4.25   1.13    .40  .168E-01  -15.00   3.50 P7A-A    1 
870103 1515  20.00  58.00  33.50   8.72   3.15    .82  .145E+00  -15.00   3.50 P7A-A    1 
870103 1515  55.00  55.00   8.60   3.25    .81    .31  .750E-02  -15.00   3.50 P1A-A    1 
870103 1515  61.00  66.00   8.00   3.25    .75    .31  .750E-02  -15.00   3.50 P7A-F    3 
870103 1515  68.00  62.00   6.50   3.30    .61    .31  .785E-02  -15.00   3.50 P7A      2 
870103 1515  78.00  61.00   9.30   3.50    .88    .33  .937E-02   -7.00   1.00 N1E-A    1 
870103 1515  87.00  62.00   5.10   2.75    .48    .26  .455E-02  -15.00   3.50 P1A      2 
870103 1515  93.00  51.00  27.00   6.45   2.54    .61  .586E-01   -5.00   1.00 N1B      1 
870103 1530   8.00   3.00  10.20   3.35    .96    .32  .822E-02   -7.00   1.00 N1E-A    3 
870103 1530  11.00  12.00  18.10   7.75   1.70    .73  .102E+00   -7.00   1.00 N2C-A    1 
870103 1530  16.00  20.00   9.80   3.60    .92    .34  .102E-01  -15.00   2.50 P1B-F    3 
870103 1530  17.00  25.00   4.70   2.40    .44    .23  .302E-02  -15.00   3.50 P7A-F    3 
870103 1530  18.00  12.00   7.10   3.75    .67    .35  .115E-01   -7.00   1.00 N1E      1 
870103 1530  34.00  11.00   3.50   2.35    .33    .22  .284E-02   -7.00   1.00 N2C      2 
870103 1530  42.00  19.00  27.50   9.78   2.59    .92  .204E+00  -15.00   3.50 P7A-A    1 
870103 1530  44.00   1.00   5.40   2.50    .51    .24  .341E-02   -7.00   1.00 R-N1E    3 
870103 1530  51.00  21.00  13.30   4.25   1.25    .40  .168E-01  -15.00   3.50 P7A-A    1 
870103 1530  59.00  11.00  34.10  10.40   3.21    .98  .246E+00   -7.00   1.00 N2C-A    1 
870103 1530  77.00  10.00  18.50   6.75   1.74    .64  .672E-01  -15.00   3.50 P7A-A    1 
870103 1530  90.00   4.00  13.70   5.40   1.29    .51  .344E-01  -15.00   3.50 P7A      1 
870103 1530  95.00  19.00   7.00   3.75    .66    .35  .115E-01   -7.00   1.00 N1E      1 
870103 1530  26.00  38.00   7.40   3.25    .70    .31  .750E-02   -7.00   1.00 N2C      2 
870103 1530  36.00  31.00   3.00   1.70    .28    .16  .107E-02  999.00 999.00 I4       0 
870103 1530  39.00  38.00  14.10   6.75   1.33    .64  .672E-01  -15.00   3.50 R-P7A-A  1 
870103 1530  57.00  44.00   9.10   4.25    .86    .40  .168E-01  -15.00   3.50 P7A      1 
870103 1530  59.00  25.00   7.80   4.10    .73    .39  .151E-01  -15.00   3.50 P1A      1 
870103 1530  67.00  30.00  16.00   7.00   1.51    .66  .750E-01  -15.00   3.50 P7A      1 
870103 1530  89.00  30.00  52.80  12.95   4.97   1.22  .475E+00  -15.00   3.50 P7A-A    1 
870103 1530  87.00  45.00  18.00   7.60   1.69    .72  .959E-01  -15.00   3.50 R-P7A    2 
870103 1530  14.00  60.00  16.10   6.10   1.52    .57  .496E-01  -15.00   3.50 P7A      1 
870103 1530  28.00  54.00  39.00  11.00   3.67   1.04  .291E+00   -7.00   1.00 N2C-A    1 
870103 1530  43.00  51.00  28.70   7.55   2.70    .71  .941E-01  -15.00   3.50 P7A-A    1 
870103 1530  49.00  61.00   6.50   3.50    .61    .33  .937E-02  -15.00   3.50 P7A      2 
870103 1530  56.00  51.00  15.70   5.50   1.48    .52  .364E-01   -7.00   1.00 N1E-A    1 
870103 1530  96.00  49.00   6.50   3.25    .61    .31  .750E-02  -15.00   3.50 P7A      2 
870103 1530  98.00  58.00  10.00   4.60    .94    .43  .213E-01  -15.00   3.50 P7A      2 
870103 1545  13.00  13.00  41.80  12.28   3.94   1.16  .405E+00   -7.00   1.00 R-N2C    1 
870103 1545  13.00  23.00  20.50   7.25   1.93    .68  .833E-01   -7.00   1.00 R-N2C-A  2 
870103 1545  47.00   7.00   8.50   4.10    .80    .39  .151E-01   -7.00   1.00 N1E      1 
870103 1545  52.00  15.00   5.60   1.70    .53    .16  .107E-02   -7.00   1.00 N1E      2 
870103 1545  62.00  23.00   4.60   2.75    .43    .26  .455E-02   -7.00   1.00 N1E      1 
870103 1545  70.00   6.00  28.50  11.50   2.68   1.08  .332E+00   -7.00   1.00 R-N2C    1 
870103 1545  74.00  21.00   7.00   3.50    .66    .33  .937E-02   -7.00   1.00 N2C      2 
870103 1545  78.00  13.00  12.60   4.30   1.19    .40  .174E-01   -7.00   1.00 N2C      1 
870103 1545  85.00  12.00  28.40   9.00   2.67    .85  .159E+00   -7.00   1.00 R-N2C-A  1 
870103 1545  84.00   3.00   4.50   3.00    .42    .28  .590E-02   -7.00   1.00 N1E      1 
870103 1545   2.00  31.00  10.20   3.65    .96    .34  .106E-01   -7.00   1.00 R-N2C    2 
870103 1545   3.00  35.00  11.50   2.60   1.08    .24  .384E-02   -7.00   1.00 R-N2C    2 
870103 1545  15.00  42.00   5.20   2.65    .49    .25  .407E-02  999.00 999.00 I4       0 
870103 1545  22.00  30.00   7.20   2.75    .68    .26  .455E-02   -7.00   1.00 N1E      2 
870103 1545  26.00  44.00  15.40   4.76   1.45    .45  .236E-01   -7.00   1.00 N2C      1 
870103 1545  32.00  40.00  18.00   7.60   1.69    .72  .959E-01   -7.00   1.00 R-N2C    3 
870103 1545  44.00  31.00  32.50   9.86   3.06    .93  .210E+00   -7.00   1.00 N2C-A    1 
870103 1545  52.00  40.00   8.50   3.40    .80    .32  .859E-02   -7.00   1.00 N2C      2 
870103 1545  54.00  25.00   3.00   1.80    .28    .17  .127E-02   -7.00   1.00 N1E      2 
870103 1545  61.00  29.00   4.30   2.45    .40    .23  .321E-02   -7.00   1.00 N1E      1 
870103 1545  64.00  46.00   6.00   2.60    .56    .24  .384E-02   -7.00   1.00 N2C      2 
870103 1545  80.00  40.00  52.20  15.96   4.92   1.50  .889E+00   -7.00   1.00 R-N2C    1 
870103 1545  90.00  25.00   5.40   2.10    .51    .20  .202E-02   -7.00   1.00 N1E      1 
870103 1545   5.00  55.00  31.10   9.25   2.93    .87  .173E+00   -7.00   1.00 R-N2C    1 
870103 1545  10.00  53.00   6.30   3.60    .59    .34  .102E-01   -7.00   1.00 N1E      1 
870103 1545  16.00  50.00  13.60   4.50   1.28    .42  .199E-01   -7.00   1.00 N2C      1 
870103 1545  44.00  49.00   7.10   3.05    .67    .29  .620E-02   -7.00   1.00 R-N2C    1 
870103 1545  50.00  56.00  12.00   4.75   1.13    .45  .234E-01   -7.00   1.00 R-N2C    1 
870103 1545  56.00  50.00   4.70   2.50    .44    .24  .341E-02  999.00 999.00 I4       0 
870103 1545  61.00  55.00  20.50   7.54   1.93    .71  .937E-01   -7.00   1.00 R-N2C    1 
870103 1545  66.00  50.00   8.60   2.80    .81    .26  .480E-02   -7.00   1.00 N1E      1 
870103 1545  73.00  62.00   9.00   3.90    .85    .37  .130E-01   -7.00   1.00 N2C      1 
870103 1545  78.00  63.00   4.50   3.00    .42    .28  .590E-02  -15.00   3.50 P7A      3 
870103 1545  81.00  58.00   5.00   3.90    .47    .37  .130E-01  999.00 999.00 R4B      2 
870103 1600   8.00  22.00   8.10   3.75    .76    .35  .115E-01  -15.00   3.50 P7A-A    2 
870103 1600  16.00   8.00   7.50   4.40    .71    .41  .186E-01   -7.00   1.00 N2C-A    2 
870103 1600  21.00  25.00   3.50   2.40    .33    .23  .302E-02   -7.00   1.00 N2C      1 
870103 1600  28.00  17.00  30.20  10.08   2.84    .95  .224E+00   -7.00   1.00 N2C-A    1 
870103 1600  34.00  12.00   4.00   1.70    .38    .16  .107E-02  -15.00   3.50 P7A      2 
870103 1600  46.00  17.00   9.00   4.60    .85    .43  .213E-01   -7.00   1.00 N2C-A    2 
870103 1600  50.00  14.00   3.50   2.00    .33    .19  .175E-02  999.00 999.00 I4       0 
870103 1600  61.00   6.00   4.80   3.05    .45    .29  .620E-02  -25.00   5.00 C2B      1 
870103 1600  63.00  21.00   7.30   3.30    .69    .31  .785E-02   -7.00   1.00 N1E      1 
870103 1600  66.00  15.00   4.50   3.25    .42    .31  .750E-02   -7.00   1.00 N1E      2 
870103 1600  67.00  13.00   2.10   1.70    .20    .16  .107E-02   -7.00   1.00 N2C      2 
870103 1600  82.00   7.00  23.20   7.45   2.18    .70  .904E-01  -15.00   3.50 P7A-FA   2 
870103 1600  82.00  19.00   2.50   2.00    .24    .19  .175E-02   -7.00   1.00 N1E      1 
870103 1600  92.00  16.00   3.10   1.70    .29    .16  .107E-02  -15.00   3.50 P1A      3 
870103 1600   8.00  35.00   6.50   4.00    .61    .38  .140E-01   -7.00   1.00 N2C      2 
870103 1600  12.00  33.00   4.50   2.60    .42    .24  .384E-02   -7.00   1.00 N2C      2 
870103 1600  28.00  29.00   6.50   3.30    .61    .31  .785E-02  -15.00   3.50 P7A      2 
870103 1600  29.00  42.00   3.70   2.50    .35    .24  .341E-02  -25.00   5.00 C2B      2 
870103 1600  30.00  47.00   2.60   2.15    .24    .20  .217E-02  -15.00   3.50 P7A      2 
870103 1600  39.00  26.00   3.30   1.50    .31    .14  .738E-03   -7.00   1.00 N1E      2 
870103 1600  63.00  28.00   8.00   5.85    .75    .55  .438E-01  -25.00   5.00 CP1A     1 
870103 1600  68.00  46.00   4.30   2.55    .40    .24  .362E-02  -15.00   3.50 P7A      1 
870103 1600  93.00  28.00   5.10   2.65    .48    .25  .407E-02  -15.00   3.50 P7A      1 
870103 1600  98.00  39.00   6.10   2.25    .57    .21  .249E-02  -15.00   2.50 P1B-F    2 
870103 1600   2.00  55.00  10.00   4.00    .94    .38  .140E-01   -7.00   1.00 N2C      1 
870103 1600  71.00  54.00   4.60   2.00    .43    .19  .175E-02   -7.00   1.00 N1E      1 
870103 1600  78.00  62.00   4.80   1.85    .45    .17  .138E-02   -7.00   1.00 N1E      1 
870103 1600  88.00  57.00   7.50   3.75    .71    .35  .115E-01   -7.00   1.00 N2C      1 
870103 1600  92.00  56.00   4.50   3.50    .42    .33  .937E-02   -1.00   1.00 N2C      2 
870103 1600  93.00  51.00   3.00   1.70    .28    .16  .107E-02  -15.00   3.50 P1A      1 
870103 1615  26.00  12.00   8.00   2.50    .75    .24  .341E-02  -25.00   5.00 S1       3 
870103 1615  35.00  19.00   4.00   1.25    .38    .12  .427E-03  999.00 999.00 I4       0 
870103 1615  38.00  10.00   8.60   3.30    .81    .31  .785E-02  -15.00   3.50 P7A      2 
870103 1615  55.00  15.00  37.10  11.20   3.49   1.05  .307E+00  -25.00   5.00 S1-A     1 
870103 1615  64.00   2.00   3.30   1.50    .31    .14  .738E-03  999.00 999.00 I4       0 
870103 1615  72.00  21.00   8.50   3.90    .80    .37  .130E-01  -15.00   3.50 P7A      1 
870103 1615  87.00  13.00  40.50  11.75   3.81   1.11  .355E+00  -25.00   5.00 R-S1-A   1 
870103 1615  95.00  20.00  10.50   3.25    .99    .31  .750E-02  -15.00   1.50 P2A-F    2 
870103 1615  10.00  37.00  49.50  12.90   4.66   1.21  .469E+00  -15.00   3.50 P1A-A    1 
870103 1615  30.00  49.00   9.00   4.30    .85    .40  .174E-01  -30.00  10.00 C1E-A    1 
870103 1615  45.00  41.00   4.50   2.00    .42    .19  .175E-02   -7.00   1.00 N2C      3 
870103 1615  46.00  27.00   6.20   2.30    .58    .22  .266E-02   -7.00   1.00 N2C      2 
870103 1615  62.00  34.00   5.90   3.95    .56    .37  .135E-01   -7.00   1.00 N2C      1 
870103 1615  67.00  34.00   3.60   2.00    .34    .19  .175E-02  -15.00   3.50 P7A      1 
870103 1615   4.00  59.00   5.40   2.70    .51    .25  .430E-02  -15.00   3.50 P7A      1 
870103 1615   4.00  59.00  16.90   7.45   1.59    .70  .904E-01   -7.00   1.00 N2C-A    2 
870103 1615  22.00  53.00  11.40   5.05   1.07    .48  .281E-01  -15.00   3.50 P7A      1 
870103 1615  82.00  26.00   7.30   2.80    .69    .26  .480E-02  -15.00   3.50 P7A      1 
870103 1615  48.00  50.00  51.60  14.63   4.86   1.38  .684E+00  -15.00   3.50 P7A-A    2 
870103 1615  86.00  59.00   4.10   3.00    .39    .28  .590E-02  -25.00   5.00 C2B      2 
870103 1615  95.00  57.00  14.60   5.70   1.37    .54  .405E-01  -25.00   5.00 S1-A     2 
870103 1630   2.00  24.00   6.50   3.50    .61    .33  .937E-02  -15.00   3.50 P7A      1 
870103 1630  35.00   9.00   3.60   1.55    .34    .15  .814E-03  -15.00   3.50 P7A-F    2 
870103 1630  37.00  21.00  11.50   4.85   1.08    .46  .249E-01  -15.00   3.50 P7A-A    1 
870103 1630  54.00  14.00   6.30   3.20    .59    .30  .716E-02  999.00 999.00 I4       0 
870103 1630  62.00  12.00  36.10  12.20   3.40   1.15  .397E+00  -15.00   5.00 R3B-FA   2 
870103 1630  95.00  14.00  45.10  17.60   4.25   1.66  .119E+01  -15.00   2.50 P1C-A    1 
870103 1630   8.00  35.00   3.50   1.80    .33    .17  .127E-02   -7.00   1.00 N2C      3 
870103 1630  18.00  44.00  21.60   6.90   2.03    .65  .718E-01  -15.00   3.50 P2F-A    3 
870103 1630  25.00  29.00   5.20   3.00    .49    .28  .590E-02  -25.00   5.00 C2B      2 
870103 1630  26.00  47.00   6.10   2.65    .57    .25  .407E-02  -15.00   3.50 P7A-F    2 
870103 1630  41.00  29.00   5.30   3.80    .50    .36  .120E-01  -15.00   3.50 P1A      1 
870103 1630  42.00  38.00  21.50   8.00   2.02    .75  .112E+00  -15.00   5.00 R3B      2 
870103 1630  50.00  25.00  25.50  10.30   2.40    .97  .239E+00  -15.00   3.50 P1A-A    1 
870103 1630  60.00  40.00   9.90   4.90    .93    .46  .257E-01  -25.00   5.00 S2       3 
870103 1630  71.00  41.00   5.80   2.60    .55    .24  .384E-02  -15.00   3.50 P1A      1 
870103 1630  10.00  65.00   6.80   3.45    .64    .32  .897E-02  -15.00   3.50 P1A      1 
870103 1630  34.00  59.00  12.40   5.15   1.17    .48  .299E-01  -15.00   3.50 P7A      1 
870103 1630  41.00  58.00  14.60   6.90   1.37    .65  .718E-01  -25.00   5.00 C2B      1 
870103 1630  47.00  57.00   4.70   2.50    .44    .24  .341E-02  999.00 999.00 I4       0 
870103 1630  51.00  63.00   7.10   2.70    .67    .25  .430E-02  -15.00   3.50 P1A      1 
870103 1630  80.00  61.00  19.10   8.30   1.80    .78  .125E+00  -15.00   3.50 P7A      1 
870103 1654  18.00  31.00  26.00   9.50   2.45    .89  .187E+00   -7.00   1.00 R-N2C-A  3 
870103 1654  25.00  46.00  10.50   3.60    .99    .34  .102E-01  -15.00   3.50 P7A      3 
870103 1654  39.00  34.00  65.20  17.28   6.14   1.63  .113E+01  -15.00   2.50 P1B-A    2 
870103 1654  73.00  25.00  13.60   5.00   1.28    .47  .273E-01  -15.00   3.50 P7A      1 
870103 1654  95.00  40.00   7.50   3.15    .71    .30  .683E-02  -15.00   3.50 P7A      1 
870103 1654  15.00  60.00  45.00  12.54   4.24   1.18  .431E+00  -15.00   3.50 P2F-A    1 
870103 1654  45.00  55.00  10.50   4.80    .99    .45  .242E-01   -7.00   1.00 R-N2C    3 
870103 1654  57.00  55.00  11.00   4.60   1.04    .43  .213E-01  -25.00   5.00 C2B-A    3 
870103 1654  62.00  56.00   4.00   2.40    .38    .23  .302E-02  -30.00  10.00 C1E      3 
870103 1654  71.00  60.00   5.10   3.15    .48    .30  .683E-02  -15.00   3.50 P7A      2 
870103 1654  79.00  46.00   4.40   2.40    .41    .23  .302E-02  999.00 999.00 I4       0 
870103 1655  10.00   2.00   4.50   2.50    .42    .24  .341E-02  -15.00   3.50 P7A      2 
870103 1655  14.00  19.00   5.30   2.50    .50    .24  .341E-02  -15.00   3.50 P7A      1 
870103 1655  20.00   2.00  13.60   4.00   1.28    .38  .140E-01  -25.00   5.00 S1-A     3 
870103 1655  30.00  23.00  37.90  11.05   3.57   1.04  .295E+00  -25.00   5.00 S1-A     3 
870103 1655  46.00  17.00   2.70   1.40    .25    .13  .600E-03  999.00 999.00 I4       0 
870103 1655  82.00  10.00  18.30   6.80   1.72    .64  .687E-01  -25.00   5.00 S1       1 
870103 1655  82.00  23.00   4.40   1.80    .41    .17  .127E-02  999.00 999.00 I4       0 
870103 1655  86.00  17.00   9.20   4.00    .87    .38  .140E-01  -25.00   5.00 S1       1 
870103 1655  95.00  10.00   4.50   4.10    .42    .39  .151E-01  -30.00  10.00 C1E      1 
870103 1655  14.00  27.00   4.00   2.20    .38    .21  .233E-02  999.00 999.00 I4       0 
870103 1655  20.00  48.00  29.40   9.08   2.77    .85  .164E+00  999.00 999.00 I4       0 
870103 1655  26.00  33.00   4.10   1.50    .39    .14  .738E-03  999.00 999.00 I4       0 
870103 1655  47.00  41.00   3.30   1.50    .31    .14  .738E-03  -25.00   5.00 S1       3 
870103 1655  53.00  42.00  12.00   5.40   1.13    .51  .344E-01  -25.00   5.00 S1-A     3 
870103 1655  69.00  37.00   2.30   1.70    .22    .16  .107E-02  -30.00  10.00 C1E      2 
870103 1655  73.00  47.00  12.00   4.25   1.13    .40  .168E-01  -25.00   5.00 S1       1 
870103 1655  83.00  28.00  12.10   4.70   1.14    .44  .227E-01  -25.00   5.00 S1       1 
870103 1655  96.00  28.00  18.30   8.30   1.72    .78  .125E+00  -25.00   5.00 S1-A     2 
870103 1655  27.00  62.00  18.10   6.80   1.70    .64  .687E-01  -15.00   3.50 P7A      2 
870103 1655  36.00  49.00   4.50   2.00    .42    .19  .175E-02  -15.00   3.50 P1A      2 
870103 1655  42.00  54.00   7.80   4.15    .73    .39  .156E-01  -25.00   5.00 C2B-A    3 
870103 1655  70.00  64.00   8.00   2.90    .75    .27  .533E-02  -15.00   3.50 P1A-A    2 
870103 1655  95.00  51.00   3.10   2.20    .29    .21  .233E-02  999.00 999.00 I4       0 
870103 1710  91.00   6.00  11.10   4.90   1.05    .46  .257E-01  -15.00   3.50 P7A-A    1 
870103 1710  87.00  18.00  30.40   9.95   2.86    .94  .215E+00  -15.00   3.50 P7A-A    2 
870103 1710   9.00  45.00   2.90   1.50    .27    .14  .738E-03  999.00 999.00 I4       0 
870103 1710  19.00  47.00   7.00   4.30    .66    .40  .174E-01  -15.00   3.50 P7A      2 
870103 1710  39.00  36.00  20.50   7.54   1.93    .71  .937E-01  -30.00  10.00 S3       2 
870103 1710  59.00  45.00  12.40   4.25   1.17    .40  .168E-01  -30.00  10.00 S3       2 
870103 1710  65.00  38.00   3.20   1.50    .30    .14  .738E-03  -25.00   5.00 S1       3 
870103 1710  71.00  45.00   8.60   2.85    .81    .27  .506E-02  -25.00   5.00 S1       2 
870103 1710  72.00  39.00   5.20   3.50    .49    .33  .937E-02  -15.00   3.50 P7A-F    1 
870103 1710  73.00  26.00   2.65   1.20    .25    .11  .378E-03  -15.00   3.50 P7A-F    1 
870103 1710  77.00  46.00   5.10   3.20    .48    .30  .716E-02  -15.00   3.50 P7A      2 
870103 1710  82.00 414.00   5.50   2.60    .52    .24  .384E-02  -15.00   3.50 P7A-A    3 
870103 1710  81.00  35.00   2.50   1.30    .24    .12  .480E-03  -15.00   3.50 P1A      2 
870103 1710  83.00  24.00   2.50   1.50    .24    .14  .738E-03  -15.00   3.50 P7A-F    2 
870103 1710  85.00  35.00   8.40   3.90    .79    .37  .130E-01  -30.00  10.00 S3       3 
870103 1710  88.00  25.00   3.00   1.10    .28    .10  .291E-03  999.00 999.00 I4       0 
870103 1710  91.00  19.00   7.50   3.30    .71    .31  .785E-02  -25.00   5.00 S1-A     3 
870103 1710  94.00  26.00   7.90   3.95    .74    .37  .135E-01  -25.00   5.00 S1       3 
870103 1710  18.00  65.00   6.70   3.40    .63    .32  .859E-02  -15.00   3.50 P1A      2 
870103 1710  17.00  57.00  27.50   9.60   2.59    .90  .193E+00  -25.00   5.00 R-S1-A   2 
870103 1710  27.00  62.00   3.40   1.40    .32    .13  .600E-03  -25.00   5.00 S1-F     3 
870103 1710  32.00  65.00   4.50   2.60    .42    .24  .384E-02  -15.00   3.50 P7A      2 
870103 1710  41.00  65.00   4.90   2.45    .46    .23  .321E-02  -15.00   3.50 P7A      2 
870103 1710  42.00  57.00   8.80   4.50    .83    .42  .199E-01  -30.00  10.00 R-S3     3 
870103 1710  49.00  52.00   4.40   2.00    .41    .19  .175E-02  -25.00   5.00 S1       2 
